Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES
227,FUNDACAO UNIVERSIDADE DE ITAUNA,21.256.425/0001-36,Privada sem fins lucrativos,1128,UNIVERSIDADE DE ITAÚNA (UI),UI,37 3249-3003,www.uit.edu.br,uit@uit.br,Rodovia Mg 431 Km 45 - s/n - CEP: 35680-142 - Campus Verde,Itaúna,MG,Universidade,Presencial - Superior,Privada,Privada sem fins lucrativos,1965-11-26,3,2010,-,,3,2019,,,,Ativa
292,ASSOCIACAO DE ENSINO DE MARILIA LTDA,44.474.898/0001-05,Privada com fins lucrativos,420,UNIVERSIDADE DE MARÍLIA (UNIMAR),UNIMAR,(14) 2105 4111,www.unimar.br,reitoria@unimar.br,Avenida Higyno Muzzi Filho - 1.001 - CEP: 17525-902 - Campus Universitario,Marília,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1988-04-26,3,2012,4,2018,4,2019,,,,Ativa
362,ORGANIZACAO MOGIANA DE EDUCACAO E CULTURA SOCIEDADE SIMPLES LIMITADA,52.562.758/0001-17,Privada com fins lucrativos,521,UNIVERSIDADE DE MOGI DAS CRUZES (UMC),UMC,(11) 4798 7048,www.umc.br,reitoria@umc.br; claudiobrito@umc.br,Avenida Doutor Cândido Xavier de Almeida Souza - 200 - CEP: 08780-911 - Centro Cívico,Mogi das Cruzes,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1973-04-26,4,2010,4,2017,3,2019,,,Adesão ao PROIES,Ativa
20,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,92.034.321/0001-25,Privada sem fins lucrativos,20,UNIVERSIDADE DE PASSO FUNDO (UPF),UPF,(54) 3316 8113,www.upf.br,reitoria@upf.br,Upf Campus Passo Fundo - Campus I - s/nº - CEP: 99001-970 - São José,Passo Fundo,RS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1968-06-11,4,2009,5,2019,3,2019,,,,Ativa
283,FUNDACAO UNIVERSIDADE DE PERNAMBUCO,11.022.597/0001-91,Pessoa Jurídica de Direito Público - Estadual,409,UNIVERSIDADE DE PERNAMBUCO (UPE),UPE,(81) 31833778,www.upe.br,prograd@upe.br,Avenida Agamenon Magalhães - S/N - CEP: 50100-010 - Santo Amaro,Recife,PE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1960-05-31,-,,4,2016,3,2019,,,,Ativa
147,ASSOCIACAO DE ENSINO DE RIBEIRAO PRETO,55.983.670/0001-67,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,208,UNIVERSIDADE DE RIBEIRÃO PRETO (UNAERP),UNAERP,(16) 3603 7000,www.unaerp.br,elbonini@unaerp.br,Avenida Costábile Romano - 2201 - CEP: 14096-900 - Ribeirânia,Ribeirão Preto,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1961-04-28,3,2009,4,2014,4,2019,,,,Ativa
73,FESURV - UNIVERSIDADE DE RIO VERDE,01.815.216/0001-78,Pessoa Jurídica de Direito Público - Municipal,3974,UNIVERSIDADE DE RIO VERDE (FESURV),FESURV,(64) 3611 2205,www.unirv.edu.br,reitoria@unirv.edu.br,Fazenda Fontes do Saber - S/N - CEP: 75901-970 - Campus Universitário,Rio Verde,GO,Universidade,Presencial - Superior,Publica,Pública Municipal,1973-08-31,-,,-,,3,2019,,,,Ativa
210,ASSOCIACAO PRO ENSINO EM SANTA CRUZ DO SUL,95.438.412/0001-14,Privada sem fins lucrativos,295,UNIVERSIDADE DE SANTA CRUZ DO SUL (UNISC),UNISC,(51) 3717 7300,www.unisc.br,mec@unisc.br,Avenida Independência - 2293 - CEP: 96815-900 - Universitário,Santa Cruz do Sul,RS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1993-06-25,5,2010,5,2012,4,2019,,,,Ativa
15715,UNIVERSIDADE DE SAO PAULO,63.025.530/0001-04,Pessoa Jurídica de Direito Público - Estadual,55,UNIVERSIDADE DE SÃO PAULO (USP),USP,(11) 3091 3500,www.usp.br,gr@usp.br,Rua da Reitoria - 374 - CEP: 05508-220 - Butantã,São Paulo,SP,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1934-01-25,-,,5,2019,-,,,,,Ativa
109,FUNDACAO DOM AGUIRRE,71.487.094/0001-13,Privada sem fins lucrativos,150,UNIVERSIDADE DE SOROCABA (UNISO),UNISO,(15) 2101-7000,www.uniso.br,uniso@uniso.br,Rodovia Raposo Tavares - S/N - CEP: 18023-000 - Jardim Novo Eldorado,Sorocaba,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1994-09-15,5,2019,4,2015,3,2019,,,,Ativa
437,UNIVERSIDADE DE TAUBATE,45.176.153/0001-22,Pessoa Jurídica de Direito Público - Municipal,665,UNIVERSIDADE DE TAUBATÉ (UNITAU),UNITAU,(12) 36332999,www.unitau.br,reitoria@unitau.br; ericagouvea@gmail.com,Rua Quatro de Março - 432 - CEP: 12020-270 - Centro,Taubaté,SP,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Municipal,1974-12-06,-,,4,2016,3,2019,,,,Ativa
103,SOCIEDADE EDUCACIONAL UBERABENSE,25.452.301/0001-87,Privada sem fins lucrativos,143,UNIVERSIDADE DE UBERABA (UNIUBE),UNIUBE,(34) 3319 8800,http://www.uniube.br,uniube@uniube.br,"Av. Nene Sabino, 1801, Santa Marta. - 1.801 - CEP: 38055-550 - Universitário",Uberaba,MG,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1947-12-04,3,2009,4,2014,3,2019,,,,Ativa
100,FUNDACAO EDUCACIONAL SEVERINO SOMBRA,32.410.037/0001-84,Privada sem fins lucrativos,140,UNIVERSIDADE DE VASSOURAS,-,(24) 2471 8378,http://www.universidadedevassouras.edu.br,reitoria@universidadedevassouras.edu.br,AVENIDA EXPEDICIONÁRIO OSWALDO DE ALMEIDA RAMOS - 280 - CEP: 27700-000 - CENTRO,Vassouras,RJ,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1968-12-19,4,2011,-,,4,2019,,,Unificação de Mantidas,Ativa
308,FUNDACAO UNIVERSIDADE DO CONTESTADO - FUNC,83.395.921/0001-28,Privada sem fins lucrativos,441,UNIVERSIDADE DO CONTESTADO (UNC),UNC,4736415500,www.unc.br,reitoria@unc.br,Avenida Presidente Nereu Ramos - 1071 - CEP: 89306-076 - Jardim do Moinho,Mafra,SC,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1991-11-06,-,,-,,3,2019,,,,Ativa
36,UNIVERSIDADE DO ESTADO DA BAHIA,14.485.841/0001-40,Pessoa Jurídica de Direito Público - Estadual,40,UNIVERSIDADE DO ESTADO DA BAHIA (UNEB),UNEB,(71) 3117-2354 (71) 3117-2734,www.uneb.br,jbcarvalho@uneb.br,Rua Silveira Martins - 2555 - CEP: 41150-000 - Cabula,Salvador,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1983-06-01,-,,-,,4,2019,,,,Ativa
482,FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO,01.367.770/0001-30,Pessoa Jurídica de Direito Público - Estadual,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT (UNEMAT),UNEMAT,(65) 3221 0000,www.unemat.br,reitoriaunemat@unemat.br; regulacao@unemat.br,Avenida Tancredo Neves - 1095 - CEP: 78200-000 - Cavalhada,Cáceres,MT,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1978-07-20,-,,4,2014,3,2019,,,,Ativa
112,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,65.172.579/0001-15,Pessoa Jurídica de Direito Público - Estadual,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS (UEMG),UEMG,(31) 3916-0471,www.uemg.br,gabinete@uemg.br,Rodovia Prefeito Américo Renê Gianetti - 3701 - CEP: 31630-900 - Serra Verde,Belo Horizonte,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1994-07-22,-,,3,2016,3,2019,,,,Ativa
3666,GOVERNO DO ESTADO DO AMAPA,00.394.577/0001-25,Pessoa Jurídica de Direito Público - Estadual,5701,UNIVERSIDADE DO ESTADO DO AMAPÁ (UEAP),UEAP,(96) 2101-0515,www.ueap.edu.br,ueap@ueap.edu.br,Avenida Presidente Getúlio Vargas - 650 - CEP: 68900-070 - Central,Macapá,AP,Universidade,Presencial - Superior,Publica,Pública Estadual,2006-05-31,-,,-,,3,2019,,,,Ativa
2015,UNIVERSIDADE DO ESTADO DO AMAZONAS,04.280.196/0001-76,Pessoa Jurídica de Direito Público - Estadual,3172,UNIVERSIDADE DO ESTADO DO AMAZONAS (UEA),UEA,92-3214-5774 / 92-3214-5775,www.uea.edu.br,gabinetechefia@uea.edu.br,Avenida Djalma Batista - 2490 - CEP: 69005-010 - Flores,Manaus,AM,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,2001-01-12,-,,4,2019,3,2019,,,,Ativa
34,UNIVERSIDADE DO ESTADO DO PARA UEP,34.860.833/0001-44,Pessoa Jurídica de Direito Público - Estadual,38,UNIVERSIDADE DO ESTADO DO PARÁ (UEPA),UEPA,(91)3244-8957 / (91) 3299-2202,www.uepa.br,gabinete@uepa.br,Travessa Djalma Dutra - S/N - CEP: 66113-010 - Telégrafo Sem Fio,Belém,PA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1993-05-18,-,,3,2014,SC,2014,,,,Ativa
379,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,33.540.014/0001-57,Pessoa Jurídica de Direito Público - Estadual,547,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO (UERJ),UERJ,(21) 2334-0652,www.uerj.br,reitoria@uerj.br;chefiagabinetesr1@gmail.com,Rua São Francisco Xavier - 524 - CEP: 20559-900 - MARACANÃ,Rio de Janeiro,RJ,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1950-12-04,-,,4,2016,4,2019,,,,Ativa
55,FUNDACAO UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - FUERN,08.258.295/0001-02,Pessoa Jurídica de Direito Público - Estadual,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE (UERN),UERN,(84) 3315 2139 / (84)3315-2148,www.uern.br,reitoria@uern.br;secretaria@uern.br,Rua Almino Afonso - 478 - CEP: 59610-210 - CENTRO,Mossoró,RN,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1968-09-28,-,,-,,3,2019,,,,Ativa
332,FUNDACAO EDUCACIONAL DE CRICIUMA,83.661.074/0001-04,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,482,UNIVERSIDADE DO EXTREMO SUL CATARINENSE (UNESC),UNESC,(48) 3431 2720,http//www.unesc.net,reccursos@unesc.net,Avenida Universitária - 1105 - CEP: 88806-000 - UNIVERSITÁRIO,Criciúma,SC,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1970-02-20,4,2015,4,2010,3,2019,,,,Ativa
326,COMPANHIA NILZA CORDEIRO HERDY DE EDUCACAO E CULTURA,29.403.763/0001-65,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY (UNIGRANRIO),UNIGRANRIO,(21) 2672 7766,www.unigranrio.br,daa@unigranrio.com.br; lucia.andrade@unigranrio.edu.br,Rua Professor José de Souza Herdy - 1160 - CEP: 25071-202 - Jardim Vinte e Cinco de Agosto,Duque de Caxias,RJ,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1972-05-26,4,2018,5,2019,4,2019,,,,Ativa
66,FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA,84.592.369/0001-20,Privada sem fins lucrativos,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA (UNOESC),UNOESC,(49) 3551 2098,http://www.unoesc.edu.br/,reitor@unoesc.edu.br;reitoria@unoesc.edu.br,Rua Getúlio Vargas - 2125 - CEP: 89600-000 - Flor da Serra,Joaçaba,SC,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1968-11-22,4,2018,5,2019,4,2019,,,,Ativa
194,ASSOCIACAO PRUDENTINA DE EDUCACAO E CULTURA APEC,44.860.740/0001-73,Privada sem fins lucrativos,271,UNIVERSIDADE DO OESTE PAULISTA (UNOESTE),UNOESTE,(018) 3229 1000,www.unoeste.br,reitoria@unoeste.br;proacad@unoeste.br;rsantana@unoeste,Rua José Bongiovani - 700 - CEP: 19050-900 - Cidade Universitária,Presidente Prudente,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1972-10-04,3,2009,4,2013,4,2019,,,Adesão ao PROIES,Ativa
334,FUNDACAO DAS ESCOLAS UNIDAS DO PLANALTO CATARINENSE,84.953.579/0001-05,Privada sem fins lucrativos,1189,UNIVERSIDADE DO PLANALTO CATARINENSE (UNIPLAC),UNIPLAC,(49) 3251 1001,www.uniplaclages.edu.br,pesqinst@uniplaclages.edu.br,Avenida Castelo Branco - 170 - CEP: 88509-900 - Universitário,Lages,SC,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1973-04-03,4,2017,-,,3,2019,,,Adesão ao PROIES,Ativa
340,FUNDACAO UNIVERSIDADE DO SUL DE SANTA CATARINA-UNISUL,86.445.293/0001-36,Privada sem fins lucrativos,494,UNIVERSIDADE DO SUL DE SANTA CATARINA (UNISUL),UNISUL,(048)36213026,www.unisul.br,gabinete@unisul.br,"Av. José Acácio Moreira, 787, Dehon. - 787 - CEP: 88704-900 - Dehon",Tubarão,SC,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1967-10-18,5,2017,-,,3,2019,,,Adesão ao PROIES,Ativa
67,FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI,84.307.974/0001-02,Privada sem fins lucrativos,83,UNIVERSIDADE DO VALE DO ITAJAÍ (UNIVALI),UNIVALI,47-3341 7575,www.univali.br,reitoria.secretaria@univali.br,Rua Uruguai - 458 - CEP: 88302-901 - Centro,Itajaí,SC,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1965-05-04,4,2017,-,,4,2019,,,,Ativa
197,FUNDACAO VALEPARAIBANA DE ENSINO,60.191.244/0001-20,Privada sem fins lucrativos,275,UNIVERSIDADE DO VALE DO PARAÍBA (UNIVAP),UNIVAP,(12) 3947 1056,www.univap.br,reitoria@univap.br,"Av. Shishima Hifumi, nº 2911, Bairro Urbanova - 2911 - CEP: 12244-000 - Urbanova",São José dos Campos,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1992-04-06,5,2012,-,,3,2019,,,,Ativa
14,ASSOCIACAO ANTONIO VIEIRA,92.959.006/0001-09,Privada sem fins lucrativos,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS (UNISINOS),UNISINOS,(51)3591-1122,www.unisinos.br,felipeb@unisinos.br; sgehlen@unisinos.br,Avenida Unisinos - 950 - CEP: 93022-750 - Cristo Rei,São Leopoldo,RS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1969-08-01,4,2009,5,2019,4,2019,,,,Ativa
127,FUNDACAO DE ENSINO SUPERIOR DO VALE DO SAPUCAI,23.951.916/0001-22,Privada sem fins lucrativos,1586,UNIVERSIDADE DO VALE DO SAPUCAÍ (UNIVÁS),UNIVÁS,(35) 3449-9211,www.univas.edu.br,reitoria@univas.edu.br,Avenida Coronel Alfredo Custódio Paula - 320 - CEP: 37553-068 - Alfredo Custódio de Paula,Pouso Alegre,MG,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1999-10-09,4,2019,4,2017,3,2019,,,,Ativa
133,FUNDACAO VALE DO TAQUARI DE EDUCACAO E DESENVOLVIMENTO SOCIAL - FUVATES,04.008.342/0001-09,Privada sem fins lucrativos,1041,UNIVERSIDADE DO VALE DO TAQUARI (UNIVATES),UNIVATES,(51) 3714 7000,www.univates.br,pesquisadorinstitucional@univates.br,Rua Avelino Talini - 171 - CEP: 95914-014 - Universitário,Lajeado,RS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1999-07-02,4,2016,5,2012,4,2019,,,,Ativa
119,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,34.075.739/0001-84,Privada com fins lucrativos,163,UNIVERSIDADE ESTÁCIO DE SÁ (UNESA),UNESA,(21) 2503 7072,www.estacio.br,cgunesa@gmail.com; regulatorio.nacional@estacio.br;cleide.moreira@estacio.br;,Av. das Américas - 4.200 - CEP: 22640-102 - Barra da Tijuca,Rio de Janeiro,RJ,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1988-11-30,4,2017,5,2019,3,2019,,,,Ativa
382,UNIVERSIDADE ESTADUAL DA PARAIBA,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,550,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,(83) 33153303,www.uepb.edu.br,reitoria@setor.uepb.edu.br,Avenida das Baraúnas - 351 - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1966-03-15,-,,-,,3,2019,,,,Ativa
17134,UNIVERSIDADE ESTADUAL DA REGIAO TOCANTINA DO MARANHAO,26.677.304/0001-81,Pessoa Jurídica de Direito Público - Estadual,23410,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO (UEMASUL),UEMASUL,99-35284225,,,Rua Godofredo Viana - 1300 - CEP: 65901-480 - Centro,Imperatriz,MA,Universidade,Presencial - Superior,Publica,Pública Estadual,2016-11-04,-,,-,,2,2019,,,,Ativa
335,UNIVERSIDADE ESTADUAL DE ALAGOAS,02.436.870/0001-33,Pessoa Jurídica de Direito Público - Estadual,5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL (UNEAL),UNEAL,(82)3521-3019,www.uneal.edu.br,gabinete@uneal.edu.br,Rua Governador Luiz Cavalcante - s/n - CEP: 57312-270 - Alto do Cruzeiro,Arapiraca,AL,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,2006-12-22,-,,-,,3,2019,,,,Ativa
12575,UNIVERSIDADE ESTADUAL DE CAMPINAS,46.068.425/0001-33,Pessoa Jurídica de Direito Público - Estadual,54,UNIVERSIDADE ESTADUAL DE CAMPINAS (UNICAMP),UNICAMP,(19) 3521 4722,www.unicamp.br,reitor@reitoria.unicamp.br,Cidade Universitária - S/N - CEP: 13083-970 - BARÃO GERALDO,Campinas,SP,Universidade,EAD - Lato-sensu / Presencial - Superior,Publica,Pública Estadual,1962-12-28,-,,-,,5,2019,,,,Ativa
32,UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS - UNCISAL,12.517.793/0001-08,Pessoa Jurídica de Direito Público - Estadual,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL (UNCISAL),UNCISAL,(82) 33156705 / (82) 33156702,www.uncisal.edu.br,reitoria@uncisal.edu.br,Rua Jorge de Lima - 113 - CEP: 57010-300 - Trapiche da Barra,Maceió,AL,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1970-03-15,-,,3,2013,3,2019,,,,Ativa
438,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,14.045.546/0001-73,Pessoa Jurídica de Direito Público - Estadual,666,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA (UEFS),UEFS,75 3161 8193,www.uefs.br,procuradoriaeducacional@uefs.br,Av Transnordestina - S/N - CEP: 44036-900 - Novo Horizonte,Feira de Santana,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1970-01-24,-,,4,2016,4,2019,,,,Ativa
42,UNIVERSIDADE ESTADUAL DE GOIAS,01.112.580/0001-71,Pessoa Jurídica de Direito Público - Estadual,47,UNIVERSIDADE ESTADUAL DE GOIÁS (UEG),UEG,62 3328 1178,www.ueg.br,joana@ueg.br,"Rodovia BR-153, Km 98 - S/N - CEP: 75132-400 - Área Rural",Anápolis,GO,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1999-04-20,-,,5,2017,3,2019,,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,9,UNIVERSIDADE ESTADUAL DE LONDRINA (UEL),UEL,(43) 3371-4311,www.uel.br,proplandaai@uel.br;reitoria@uel.br;elisaemi@uel.br,Rodovia Celso Garcia Cid Pr 445 Km 380 - - CEP: 86057-970 - Campus Universitário,Londrina,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1970-01-28,-,,-,,4,2019,,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,57,UNIVERSIDADE ESTADUAL DE MARINGÁ (UEM),UEM,(44)3011-4240;44-3011-4280; 44-3011-5142,www.uem.br,sec-pld@uem.br;sec-gre@uem.br;mmasamed@uem.br,Avenida Colombo - 5790 - CEP: 87020-900 - Zona 7,Maringá,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1969-11-10,-,,-,,4,2019,,,,Ativa
729,SECRETARIA DE ESTADO DE EDUCACAO DE MATO GROSSO DO SUL,02.585.924/0001-22,Pessoa Jurídica de Direito Público - Estadual,1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL (UEMS),UEMS,(67) 3902-2360,www.uems.br,cilene@uems.br;reitoria@uems.br,Cidade Universitária de Dourados - s/n - CEP: 79804-970 - Cidade Universitária,Dourados,MS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1993-12-22,-,,4,2019,3,2019,,,,Ativa
256,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,22.675.359/0001-00,Pessoa Jurídica de Direito Público - Estadual,367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS (UNIMONTES),UNIMONTES,(38) 3229 8101,http://www.unimontes.br,gabinete.reitor@unimontes.br,Campus Universitário Prof. Darcy Ribeiro - Avenida Rui Braga - s/n - CEP: 39401-089 - Vila Mauricéia,Montes Claros,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1962-05-24,-,,4,2014,3,2019,,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,730,UNIVERSIDADE ESTADUAL DE PONTA GROSSA (UEPG),UEPG,(42)32203000 / (42)32203300,www.uepg.br,gabinetedareitoria@uepg.br,Av. Carlos Cavalcanti - 4748 - CEP: 84030-900 - Uvaranas,Ponta Grossa,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1966-03-18,-,,3,2013,4,2019,,,,Ativa
15705,UNIVERSIDADE ESTADUAL DE RORAIMA,08.240.695/0001-90,Pessoa Jurídica de Direito Público - Estadual,5077,UNIVERSIDADE ESTADUAL DE RORAIMA (UERR),UERR,95-2121-0934,www.uerr.edu.br,registro@uerr.edu.br,Avenida Sete de Setembro - 231 - CEP: 69306-530 - Canarinho,Boa Vista,RR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,2018-06-04,-,,-,,3,2019,,,,Ativa
24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,40.738.999/0001-95,Pessoa Jurídica de Direito Público - Estadual,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ (UESC),UESC,73 3680 5311,www.uesc.br,reitoria@uesc.br,KM 16 DA RODOVIA ILHÉUS ITABUNA - S/N - CEP: 45662-900 - Salobrinho,Ilhéus,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1991-12-05,-,,4,2019,4,2019,,,,Ativa
29,FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE,07.885.809/0001-97,Pessoa Jurídica de Direito Público - Estadual,29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),UECE,(85) 3101 9610,www.uece.br,reitor@uece.br;ueceprograd@gmail.com,Av. Dr. Silas Munguba - 1700 - CEP: 60740-000 - Serrinha,Fortaleza,CE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1975-03-13,-,,4,2016,4,2019,,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE (UNICENTRO),UNICENTRO,(42) 3621-1000,www.unicentro.br,webmail@unicentro.br,Rua Salvatore Renna - 875 - CEP: 85015-430 - Santa Cruz,Guarapuava,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1968-07-15,-,,4,2016,4,2019,,,,Ativa
390,UNIVERSIDADE ESTADUAL DO MARANHAO,06.352.421/0001-68,Pessoa Jurídica de Direito Público - Estadual,568,UNIVERSIDADE ESTADUAL DO MARANHÃO (UEMA),UEMA,(98)3245 5461,www.uema.br,reitoria@uema.br,"Cidade Universitária, Paulo VI, UEMA, Tirirical. - S/N - CEP: 65055-970 - Tirirical",São Luís,MA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,1972-08-22,-,,3,2013,3,2019,,,,Ativa
37,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,77.046.951/0001-26,Pessoa Jurídica de Direito Público - Estadual,15015,Universidade Estadual do Norte do Paraná (UENP),UENP,(43)3511-3200,http://www.uenp.edu.br,gabinete@uenp.edu.br,Avenida Getúlio Vargas - 850 - CEP: 86400-000 - Centro,Jacarezinho,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Estadual,2010-12-08,-,,4,2019,4,2019,,,,Ativa
